"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
34,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","mon",289,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"admin.","married","basic.9y","unknown","yes","no","telephone","may","mon",683,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"blue-collar","married","basic.6y","no","yes","no","telephone","may","mon",1077,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"services","married","high.school","no","no","no","telephone","may","mon",146,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"services","single","basic.6y","no","no","no","telephone","may","mon",167,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"blue-collar","married","high.school","no","yes","no","telephone","may","mon",356,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"admin.","married","unknown","no","no","no","telephone","may","mon",277,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",172,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"student","single","university.degree","unknown","no","no","telephone","may","mon",218,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"student","single","university.degree","unknown","yes","yes","telephone","may","mon",217,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"unemployed","married","professional.course","no","no","no","telephone","may","mon",67,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"services","single","basic.4y","no","no","no","telephone","may","mon",291,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"student","single","university.degree","unknown","yes","no","telephone","may","mon",248,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"student","single","basic.9y","no","yes","no","telephone","may","mon",256,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
55,"housemaid","divorced","university.degree","no","no","no","telephone","may","mon",286,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
59,"admin.","married","university.degree","no","no","no","telephone","may","mon",477,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"retired","married","unknown","unknown","no","no","telephone","may","mon",611,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"blue-collar","married","professional.course","unknown","yes","no","telephone","may","mon",471,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"housemaid","married","basic.4y","unknown","yes","no","telephone","may","mon",381,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"blue-collar","single","unknown","no","yes","no","telephone","may","mon",251,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"blue-collar","single","unknown","no","yes","yes","telephone","may","mon",408,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"housemaid","married","basic.4y","unknown","no","no","telephone","may","mon",287,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"services","married","high.school","no","no","no","telephone","may","mon",322,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"admin.","married","high.school","no","yes","no","telephone","may","mon",216,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"technician","married","unknown","unknown","no","no","telephone","may","mon",366,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"services","single","basic.6y","unknown","yes","no","telephone","may","mon",210,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"technician","married","basic.4y","unknown","yes","no","telephone","may","mon",288,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"technician","married","basic.9y","no","no","no","telephone","may","mon",168,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
58,"retired","married","university.degree","no","no","no","telephone","may","mon",132,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"technician","married","university.degree","no","no","no","telephone","may","mon",64,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"admin.","single","university.degree","no","no","no","telephone","may","mon",209,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"retired","married","basic.4y","unknown","no","no","telephone","may","mon",410,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"blue-collar","married","basic.4y","no","yes","yes","telephone","may","mon",177,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"admin.","married","professional.course","no","yes","no","telephone","may","mon",580,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"services","divorced","professional.course","no","yes","no","telephone","may","mon",165,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"management","divorced","basic.4y","unknown","yes","no","telephone","may","mon",127,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"admin.","married","high.school","unknown","no","no","telephone","may","mon",357,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"self-employed","married","university.degree","unknown","no","no","telephone","may","mon",175,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"admin.","married","professional.course","no","yes","no","telephone","may","mon",300,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
56,"blue-collar","married","basic.4y","no","no","no","telephone","may","mon",136,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
48,"admin.","married","high.school","no","no","no","telephone","may","mon",125,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"services","married","high.school","unknown","no","yes","telephone","may","mon",189,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"management","married","university.degree","unknown","no","yes","telephone","may","mon",213,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"retired","married","high.school","no","no","no","telephone","may","mon",238,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"technician","single","professional.course","no","no","no","telephone","may","mon",124,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"management","married","university.degree","no","yes","no","telephone","may","mon",18,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"services","single","basic.9y","no","no","no","telephone","may","mon",730,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"technician","married","university.degree","unknown","no","no","telephone","may","mon",40,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"services","divorced","unknown","no","no","no","telephone","may","mon",181,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"technician","single","professional.course","no","no","no","telephone","may","mon",79,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"technician","single","high.school","no","yes","no","telephone","may","mon",142,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"blue-collar","single","high.school","no","no","yes","telephone","may","mon",389,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"services","single","high.school","no","no","no","telephone","may","mon",702,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"technician","divorced","professional.course","no","no","no","telephone","may","mon",151,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",211,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"services","married","basic.6y","no","yes","no","telephone","may","mon",117,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"technician","married","professional.course","no","yes","no","telephone","may","mon",232,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"services","married","unknown","no","no","no","telephone","may","mon",408,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"services","married","high.school","no","yes","yes","telephone","may","mon",370,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
58,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","mon",179,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"management","married","basic.9y","no","no","yes","telephone","may","mon",46,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"technician","married","unknown","no","yes","no","telephone","may","mon",200,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"admin.","married","high.school","no","no","yes","telephone","may","mon",50,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"admin.","married","high.school","no","no","yes","telephone","may","mon",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"blue-collar","single","basic.6y","no","unknown","unknown","telephone","may","mon",119,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"technician","married","high.school","no","no","no","telephone","may","mon",361,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"admin.","divorced","basic.9y","no","no","no","telephone","may","mon",73,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"admin.","married","university.degree","no","no","no","telephone","may","mon",67,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"blue-collar","single","basic.6y","no","no","no","telephone","may","mon",350,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"self-employed","single","university.degree","no","yes","no","telephone","may","mon",150,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"student","single","university.degree","unknown","no","no","telephone","may","mon",332,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
54,"management","divorced","university.degree","no","no","no","telephone","may","mon",611,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"self-employed","married","basic.4y","unknown","no","no","telephone","may","mon",58,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"unemployed","married","high.school","unknown","yes","no","telephone","may","mon",151,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"management","divorced","university.degree","no","no","no","telephone","may","mon",89,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"housemaid","married","basic.9y","unknown","no","no","telephone","may","mon",152,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"admin.","single","high.school","no","no","no","telephone","may","mon",611,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"housemaid","single","high.school","unknown","yes","yes","telephone","may","mon",110,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","mon",463,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"services","married","high.school","no","no","no","telephone","may","mon",962,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
55,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","mon",102,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"technician","single","basic.9y","no","no","no","telephone","may","mon",10,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"retired","married","professional.course","no","no","no","telephone","may","mon",118,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"blue-collar","married","basic.6y","no","no","no","telephone","may","mon",92,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
56,"technician","married","basic.4y","no","yes","no","telephone","may","mon",143,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"admin.","married","basic.9y","no","no","no","telephone","may","mon",189,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",75,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","mon",189,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"blue-collar","divorced","basic.6y","no","no","no","telephone","may","mon",55,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"housemaid","married","basic.9y","no","yes","no","telephone","may","mon",935,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
37,"admin.","single","high.school","no","yes","yes","telephone","may","mon",56,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
60,"blue-collar","married","unknown","unknown","yes","no","telephone","may","mon",5,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"services","married","high.school","no","no","no","telephone","may","mon",225,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"management","divorced","university.degree","no","yes","no","telephone","may","mon",125,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"admin.","married","high.school","no","yes","yes","telephone","may","mon",286,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"technician","divorced","professional.course","unknown","no","yes","telephone","may","mon",206,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",164,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"technician","single","professional.course","no","yes","no","telephone","may","mon",98,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"self-employed","married","professional.course","no","no","no","telephone","may","mon",446,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"blue-collar","divorced","high.school","no","no","yes","telephone","may","mon",742,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
